tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
1896,2018-12-05 18:23:07.7260,2018-12-05 18:54:44.2540,10,115,4184,Subscriber,1993,1
1789,2018-12-05 18:23:09.2120,2018-12-05 18:52:58.7450,33,33,4216,Subscriber,1988,1
718,2018-12-05 18:23:29.7310,2018-12-05 18:35:27.9920,88,80,3363,Subscriber,1994,1
713,2018-12-05 18:24:07.5410,2018-12-05 18:36:00.5460,96,239,2770,Subscriber,1990,1
671,2018-12-05 18:24:21.0310,2018-12-05 18:35:32.1610,177,233,3768,Subscriber,1987,1
384,2018-12-05 18:24:58.6930,2018-12-05 18:31:23.3450,110,330,2664,Subscriber,1979,1
614,2018-12-05 18:25:15.6190,2018-12-05 18:35:29.6470,107,88,2700,Subscriber,1990,2
448,2018-12-05 18:25:20.6660,2018-12-05 18:32:48.9460,178,105,2321,Subscriber,1994,1
331,2018-12-05 18:25:52.3060,2018-12-05 18:31:23.9570,115,108,3178,Subscriber,1994,1
650,2018-12-05 18:26:18.0240,2018-12-05 18:37:08.8070,9,361,4188,Subscriber,1999,1
1166,2018-12-05 18:28:08.1280,2018-12-05 18:47:34.4860,189,10,3755,Subscriber,1994,1
1292,2018-12-05 18:28:07.0360,2018-12-05 18:49:39.2600,23,76,2732,Subscriber,1992,1
1891,2018-12-05 18:29:46.6710,2018-12-05 19:01:18.5080,362,10,2353,Subscriber,1998,2
505,2018-12-05 18:30:04.2130,2018-12-05 18:38:29.9070,12,3,3257,Subscriber,1993,1
248,2018-12-05 18:30:11.7080,2018-12-05 18:34:19.9280,176,104,2849,Subscriber,1994,1
397,2018-12-05 18:30:14.2530,2018-12-05 18:36:51.6430,88,139,3676,Subscriber,1974,1
1132,2018-12-05 18:31:02.3740,2018-12-05 18:49:55.1930,189,41,3453,Subscriber,1991,1
1626,2018-12-05 18:31:51.0370,2018-12-05 18:58:57.9950,189,359,3102,Subscriber,1990,2
382,2018-12-05 18:32:33.5070,2018-12-05 18:38:56.1270,115,140,2247,Subscriber,1971,1
547,2018-12-05 18:33:00.5860,2018-12-05 18:42:07.8350,9,8,3876,Subscriber,1991,1
1990,2018-12-05 18:33:45.3930,2018-12-05 19:06:55.9710,14,327,2167,Subscriber,1977,2
334,2018-12-05 18:34:27.9380,2018-12-05 18:40:02.2710,96,330,4064,Subscriber,1984,1
1207,2018-12-05 18:34:45.5660,2018-12-05 18:54:53.2460,225,331,2634,Subscriber,1992,1
2084,2018-12-05 18:35:33.7870,2018-12-05 19:10:17.9400,74,67,3342,Subscriber,1994,1
487,2018-12-05 18:36:21.2810,2018-12-05 18:44:28.5660,225,96,3474,Subscriber,1993,1
388,2018-12-05 18:36:34.9150,2018-12-05 18:43:03.8150,68,189,2369,Subscriber,1989,1
573,2018-12-05 18:36:58.2100,2018-12-05 18:46:31.6020,107,76,2024,Subscriber,1992,1
342,2018-12-05 18:37:16.1460,2018-12-05 18:42:58.7380,10,9,1121,Subscriber,1997,1
342,2018-12-05 18:37:29.8340,2018-12-05 18:43:12.2610,68,178,4072,Subscriber,1989,2
1194,2018-12-05 18:37:36.3420,2018-12-05 18:57:30.3610,71,76,4023,Subscriber,1985,1
446,2018-12-05 18:38:11.0570,2018-12-05 18:45:37.1170,361,9,3621,Subscriber,1999,1
362,2018-12-05 18:38:26.0620,2018-12-05 18:44:28.9310,80,68,3363,Subscriber,1994,1
528,2018-12-05 18:40:24.7540,2018-12-05 18:49:13.1430,342,12,3470,Subscriber,1994,1
1367,2018-12-05 18:40:29.9020,2018-12-05 19:03:17.6030,342,40,3480,Subscriber,1988,1
771,2018-12-05 18:40:46.2160,2018-12-05 18:53:37.2750,84,68,2897,Subscriber,1995,1
493,2018-12-05 18:40:47.4380,2018-12-05 18:49:01.1060,91,378,3418,Subscriber,1980,1
758,2018-12-05 18:41:31.5410,2018-12-05 18:54:09.5760,105,73,3886,Subscriber,1981,1
1172,2018-12-05 18:41:38.6290,2018-12-05 19:01:11.5970,70,80,3659,Subscriber,1990,1
426,2018-12-05 18:41:38.1860,2018-12-05 18:48:44.4780,14,19,3198,Subscriber,1992,1
856,2018-12-05 18:41:43.3270,2018-12-05 18:55:59.6330,68,118,3334,Subscriber,1983,1
1096,2018-12-05 18:42:01.6410,2018-12-05 19:00:18.4160,36,68,4032,Subscriber,1994,2
1244,2018-12-05 18:42:26.5420,2018-12-05 19:03:11.0210,356,88,4113,Subscriber,1989,1
1194,2018-12-05 18:43:18.7540,2018-12-05 19:03:12.8510,227,88,3845,Subscriber,1994,1
711,2018-12-05 18:44:25.1260,2018-12-05 18:56:16.5970,227,8,2709,Subscriber,1990,1
975,2018-12-05 18:44:42.7290,2018-12-05 19:00:57.7730,74,107,3754,Subscriber,1992,1
466,2018-12-05 18:44:44.3560,2018-12-05 18:52:30.9990,39,5,2033,Subscriber,1992,1
1068,2018-12-05 18:44:59.8540,2018-12-05 19:02:48.6130,39,12,2871,Subscriber,1984,1
338,2018-12-05 18:45:36.2510,2018-12-05 18:51:14.8880,76,105,3181,Subscriber,1990,2
874,2018-12-05 18:45:53.6760,2018-12-05 19:00:27.9630,90,74,3761,Customer,1969,0
586,2018-12-05 18:45:57.1690,2018-12-05 18:55:44.1380,189,139,3116,Subscriber,1993,1
347,2018-12-05 18:46:53.2300,2018-12-05 18:52:41.1120,17,149,3580,Subscriber,1988,2
1683,2018-12-05 18:46:52.8100,2018-12-05 19:14:56.7130,81,330,2568,Subscriber,1995,2
493,2018-12-05 18:47:03.2950,2018-12-05 18:55:17.1100,105,178,3695,Subscriber,1994,1
297,2018-12-05 18:47:10.5960,2018-12-05 18:52:08.5840,226,69,2698,Subscriber,1996,1
745,2018-12-05 18:47:20.2230,2018-12-05 18:59:45.5050,11,360,3120,Subscriber,1961,2
418,2018-12-05 18:48:00.5920,2018-12-05 18:54:58.9550,89,334,3986,Subscriber,1989,1
1335,2018-12-05 18:49:42.7050,2018-12-05 19:11:58.6180,88,21,2232,Subscriber,1962,1
178,2018-12-05 18:50:21.1590,2018-12-05 18:53:19.6010,68,139,3352,Subscriber,1986,1
337,2018-12-05 18:50:27.5270,2018-12-05 18:56:04.6960,8,226,2214,Subscriber,1987,1
761,2018-12-05 18:50:57.3560,2018-12-05 19:03:38.7460,14,25,3957,Subscriber,1972,2
446,2018-12-05 18:52:37.1490,2018-12-05 19:00:04.0770,96,87,3474,Subscriber,1987,1
529,2018-12-05 18:53:38.3560,2018-12-05 19:02:27.4650,70,68,2825,Subscriber,1989,1
494,2018-12-05 18:54:02.9680,2018-12-05 19:02:17.9180,178,221,2376,Subscriber,1995,1
876,2018-12-05 18:54:19.3390,2018-12-05 19:08:56.0650,4,33,3228,Subscriber,1979,1
361,2018-12-05 18:54:41.1870,2018-12-05 19:00:42.9450,97,108,2496,Subscriber,1997,1
241,2018-12-05 18:54:56.0890,2018-12-05 18:58:57.9670,335,68,4071,Subscriber,1995,1
504,2018-12-05 18:55:53.9230,2018-12-05 19:04:18.3500,96,104,3700,Subscriber,1962,2
502,2018-12-05 18:56:35.1510,2018-12-05 19:04:57.5980,67,105,3847,Subscriber,1993,1
1177,2018-12-05 18:56:31.1350,2018-12-05 19:16:09.0510,345,88,3496,Subscriber,1987,1
292,2018-12-05 18:57:26.1310,2018-12-05 19:02:18.8760,66,41,3519,Subscriber,1985,1
570,2018-12-05 18:58:50.3790,2018-12-05 19:08:20.9250,107,221,2745,Subscriber,1988,1
910,2018-12-05 18:59:28.4000,2018-12-05 19:14:38.9840,33,33,3643,Subscriber,1988,1
667,2018-12-05 18:59:36.9150,2018-12-05 19:10:44.1080,331,352,2138,Subscriber,1961,1
1216,2018-12-05 19:00:09.6170,2018-12-05 19:20:25.9370,41,69,3852,Subscriber,1993,1
1018,2018-12-05 19:00:24.9660,2018-12-05 19:17:23.6940,37,377,3425,Subscriber,1984,1
675,2018-12-05 19:00:29.3470,2018-12-05 19:11:45.0110,19,42,3610,Customer,1993,1
399,2018-12-05 19:01:07.7150,2018-12-05 19:07:47.1430,41,10,2879,Subscriber,1997,1
315,2018-12-05 19:01:25.3430,2018-12-05 19:06:40.5090,67,68,3300,Subscriber,1993,1
519,2018-12-05 19:01:38.8830,2018-12-05 19:10:18.5300,359,342,3147,Subscriber,1994,1
520,2018-12-05 19:01:53.7360,2018-12-05 19:10:34.0960,5,36,3746,Subscriber,1992,1
1088,2018-12-05 19:02:01.8720,2018-12-05 19:20:10.1020,67,88,2488,Subscriber,1988,1
866,2018-12-05 19:02:15.1690,2018-12-05 19:16:41.7290,149,15,1280,Subscriber,1980,2
811,2018-12-05 19:02:38.1220,2018-12-05 19:16:09.6720,117,105,2301,Subscriber,1995,1
772,2018-12-05 19:03:34.8670,2018-12-05 19:16:27.3460,67,5,2418,Subscriber,1996,1
821,2018-12-05 19:04:03.5920,2018-12-05 19:17:45.1220,227,372,3427,Subscriber,1992,2
1182,2018-12-05 19:04:09.2750,2018-12-05 19:23:51.7180,190,11,2788,Subscriber,1989,1
415,2018-12-05 19:04:22.3680,2018-12-05 19:11:17.4330,359,159,3102,Subscriber,1990,2
548,2018-12-05 19:04:29.4430,2018-12-05 19:13:37.5920,67,116,2250,Subscriber,1989,1
892,2018-12-05 19:04:28.9820,2018-12-05 19:19:21.6570,117,330,3575,Subscriber,1986,1
267,2018-12-05 19:04:30.8600,2018-12-05 19:08:58.5560,74,87,4087,Subscriber,1975,1
1007,2018-12-05 19:06:19.5670,2018-12-05 19:23:06.6750,352,88,4133,Customer,1969,0
988,2018-12-05 19:06:33.3760,2018-12-05 19:23:01.8110,352,88,2663,Subscriber,1987,1
1190,2018-12-05 19:06:47.8950,2018-12-05 19:26:38.2690,30,363,3036,Subscriber,1985,1
925,2018-12-05 19:06:54.6710,2018-12-05 19:22:20.6260,342,41,2478,Subscriber,1991,1
458,2018-12-05 19:06:55.3440,2018-12-05 19:14:34.2060,74,68,3176,Subscriber,1991,2
1219,2018-12-05 19:06:58.9320,2018-12-05 19:27:18.1870,91,71,2134,Customer,1986,2
312,2018-12-05 19:07:06.2470,2018-12-05 19:12:18.6640,68,116,4032,Subscriber,1989,2
502,2018-12-05 19:07:03.4480,2018-12-05 19:15:26.1430,12,39,4101,Subscriber,1987,1
716,2018-12-05 19:07:15.0800,2018-12-05 19:19:11.4900,12,131,2741,Subscriber,1995,1
650,2018-12-05 19:07:33.3230,2018-12-05 19:18:24.0970,9,37,1312,Subscriber,1993,1
1676,2018-12-05 19:07:57.2510,2018-12-05 19:35:53.3690,372,89,890,Subscriber,1957,2
776,2018-12-05 19:08:44.3360,2018-12-05 19:21:40.5730,115,95,3704,Customer,1996,1
710,2018-12-05 19:09:10.4500,2018-12-05 19:21:01.4340,176,225,2801,Subscriber,1967,2
394,2018-12-05 19:10:18.9450,2018-12-05 19:16:53.7740,74,104,3761,Subscriber,1962,2
965,2018-12-05 19:10:40.4520,2018-12-05 19:26:46.2120,68,57,3300,Subscriber,1985,2
1871,2018-12-05 19:11:36.4720,2018-12-05 19:42:47.9800,100,74,2165,Subscriber,1985,2
890,2018-12-05 19:12:04.7890,2018-12-05 19:26:55.5250,23,342,3398,Subscriber,1977,1
435,2018-12-05 19:12:32.4960,2018-12-05 19:19:47.4970,33,57,2115,Subscriber,1974,1
925,2018-12-05 19:12:43.6040,2018-12-05 19:28:08.8950,9,67,2152,Subscriber,1992,1
408,2018-12-05 19:12:47.4190,2018-12-05 19:19:35.5480,107,68,3754,Subscriber,1989,1
297,2018-12-05 19:13:06.0950,2018-12-05 19:18:03.2200,221,88,3206,Subscriber,1994,1
877,2018-12-05 19:13:09.8730,2018-12-05 19:27:47.4040,74,330,2782,Subscriber,1988,1
556,2018-12-05 19:13:37.8710,2018-12-05 19:22:53.9110,149,17,3580,Subscriber,1988,2
556,2018-12-05 19:14:03.1230,2018-12-05 19:23:19.6290,33,11,2022,Subscriber,1999,1
263,2018-12-05 19:14:14.9330,2018-12-05 19:18:38.8350,116,225,3454,Subscriber,1988,2
1063,2018-12-05 19:15:26.0130,2018-12-05 19:33:09.5840,80,41,3659,Subscriber,1990,2
378,2018-12-05 19:16:12.9680,2018-12-05 19:22:31.6950,70,96,2789,Subscriber,1971,1
489,2018-12-05 19:16:31.3290,2018-12-05 19:24:40.5940,73,140,2209,Subscriber,1992,1
397,2018-12-05 19:16:42.9810,2018-12-05 19:23:20.6290,105,178,3847,Subscriber,1993,1
985,2018-12-05 19:17:47.7980,2018-12-05 19:34:13.3540,82,131,427,Subscriber,1988,2
307,2018-12-05 19:18:52.0400,2018-12-05 19:23:59.7850,88,76,4107,Subscriber,1988,1
877,2018-12-05 19:19:07.2610,2018-12-05 19:33:44.9380,115,376,2117,Subscriber,1988,2
567,2018-12-05 19:19:36.8180,2018-12-05 19:29:04.0200,68,117,2527,Subscriber,1989,1
522,2018-12-05 19:19:53.4440,2018-12-05 19:28:35.6710,67,88,3455,Subscriber,1981,1
704,2018-12-05 19:20:05.5700,2018-12-05 19:31:50.4210,88,105,1291,Subscriber,1975,1
425,2018-12-05 19:20:48.6500,2018-12-05 19:27:54.6200,73,29,2079,Subscriber,1980,1
417,2018-12-05 19:21:39.9680,2018-12-05 19:28:37.2920,10,9,3755,Subscriber,1999,1
530,2018-12-05 19:21:46.8240,2018-12-05 19:30:37.7210,10,179,4205,Subscriber,1994,1
3385,2018-12-05 19:23:08.4190,2018-12-05 20:19:33.6110,54,330,3055,Subscriber,1995,1
367,2018-12-05 19:23:48.4390,2018-12-05 19:29:56.3440,115,140,3825,Subscriber,1958,1
1609,2018-12-05 19:24:02.1190,2018-12-05 19:50:52.0650,42,68,4062,Subscriber,1996,2
844,2018-12-05 19:25:34.9700,2018-12-05 19:39:39.2890,97,33,4056,Subscriber,1960,1
205,2018-12-05 19:26:38.9290,2018-12-05 19:30:04.2300,76,139,4107,Subscriber,1991,2
1106,2018-12-05 19:26:33.7590,2018-12-05 19:45:00.3930,97,69,4054,Subscriber,1987,1
718,2018-12-05 19:27:09.6360,2018-12-05 19:39:08.0250,108,91,3448,Subscriber,1989,1
887,2018-12-05 19:27:38.2420,2018-12-05 19:42:25.4870,96,74,3679,Subscriber,1975,1
1352,2018-12-05 19:27:39.2690,2018-12-05 19:50:11.9470,33,33,3516,Subscriber,1988,1
259,2018-12-05 19:27:43.4250,2018-12-05 19:32:03.0770,70,97,3758,Subscriber,1995,1
698,2018-12-05 19:28:56.0580,2018-12-05 19:40:34.8140,33,67,3643,Subscriber,1993,2
576,2018-12-05 19:29:03.6040,2018-12-05 19:38:39.8480,352,331,3937,Subscriber,1961,1
1901,2018-12-05 19:30:08.5410,2018-12-05 20:01:49.9570,227,333,4067,Subscriber,1985,2
218,2018-12-05 19:30:17.9680,2018-12-05 19:33:56.6850,12,27,2034,Subscriber,1995,1
636,2018-12-05 19:31:13.6520,2018-12-05 19:41:50.4780,4,12,3046,Subscriber,1996,1
1141,2018-12-05 19:32:13.9780,2018-12-05 19:51:15.3220,176,67,3965,Subscriber,1989,2
394,2018-12-05 19:32:59.5680,2018-12-05 19:39:33.6380,76,318,2732,Subscriber,1991,1
1048,2018-12-05 19:33:11.7190,2018-12-05 19:50:39.7710,6,68,3528,Subscriber,1994,2
1334,2018-12-05 19:33:38.6980,2018-12-05 19:55:53.3500,70,94,4005,Subscriber,1989,2
983,2018-12-05 19:34:10.6530,2018-12-05 19:50:34.0210,12,6,3764,Subscriber,1995,1
404,2018-12-05 19:34:30.7750,2018-12-05 19:41:15.2810,80,68,4215,Subscriber,1990,1
221,2018-12-05 19:34:28.9720,2018-12-05 19:38:10.1330,110,89,353,Subscriber,1977,1
741,2018-12-05 19:34:44.9060,2018-12-05 19:47:06.0690,9,103,3621,Subscriber,1999,1
383,2018-12-05 19:35:15.3070,2018-12-05 19:41:38.4790,80,68,3250,Subscriber,1988,1
621,2018-12-05 19:36:09.6230,2018-12-05 19:46:30.7000,342,16,3382,Subscriber,1962,1
447,2018-12-05 19:36:40.8970,2018-12-05 19:44:08.1700,108,88,3178,Subscriber,1992,1
128,2018-12-05 19:36:55.8830,2018-12-05 19:39:04.4090,3,14,497,Subscriber,1986,2
2143,2018-12-05 19:37:07.0020,2018-12-05 20:12:50.1250,14,333,2248,Customer,1969,0
1034,2018-12-05 19:37:43.1190,2018-12-05 19:54:57.2440,105,115,4194,Subscriber,1993,1
1576,2018-12-05 19:38:30.6360,2018-12-05 20:04:47.0960,11,90,2084,Subscriber,1991,2
350,2018-12-05 19:38:27.5290,2018-12-05 19:44:17.8540,91,116,3810,Subscriber,1992,1
253,2018-12-05 19:38:34.1130,2018-12-05 19:42:47.5940,178,68,3144,Subscriber,1993,1
1579,2018-12-05 19:38:26.9000,2018-12-05 20:04:46.0110,374,3,2938,Subscriber,1987,2
512,2018-12-05 19:38:39.8600,2018-12-05 19:47:12.4210,107,88,3394,Subscriber,1983,2
995,2018-12-05 19:38:56.2460,2018-12-05 19:55:31.5310,332,74,3245,Subscriber,1992,2
657,2018-12-05 19:39:00.9420,2018-12-05 19:49:58.1400,178,74,4072,Subscriber,1992,1
1382,2018-12-05 19:39:26.0690,2018-12-05 20:02:28.5210,27,338,2885,Subscriber,1954,2
597,2018-12-05 19:41:02.7090,2018-12-05 19:50:59.8000,185,139,2913,Subscriber,1996,1
459,2018-12-05 19:40:59.7410,2018-12-05 19:48:38.8530,149,73,2387,Subscriber,1980,1
824,2018-12-05 19:42:26.1230,2018-12-05 19:56:11.0450,331,39,4040,Subscriber,1996,1
785,2018-12-05 19:42:31.5330,2018-12-05 19:55:37.4520,74,177,2803,Subscriber,1996,1
905,2018-12-05 19:42:42.5950,2018-12-05 19:57:47.7780,90,330,2086,Subscriber,1986,1
439,2018-12-05 19:43:05.4360,2018-12-05 19:50:24.9240,68,149,2825,Subscriber,1994,1
314,2018-12-05 19:44:22.4130,2018-12-05 19:49:37.2000,87,73,4087,Subscriber,1991,1
588,2018-12-05 19:45:46.9020,2018-12-05 19:55:35.6930,107,139,198,Subscriber,1993,1
365,2018-12-05 19:46:08.5220,2018-12-05 19:52:13.8140,105,97,3181,Subscriber,1980,1
395,2018-12-05 19:46:37.7050,2018-12-05 19:53:13.6460,318,68,3022,Subscriber,1974,1
607,2018-12-05 19:46:45.9700,2018-12-05 19:56:53.4040,70,67,3877,Subscriber,1995,1
976,2018-12-05 19:47:02.3600,2018-12-05 20:03:18.8040,84,96,504,Subscriber,1988,1
358,2018-12-05 19:47:18.5950,2018-12-05 19:53:17.1840,10,361,3137,Subscriber,1980,2
1820,2018-12-05 19:47:45.2670,2018-12-05 20:18:06.1810,9,362,2726,Subscriber,1990,1
624,2018-12-05 19:48:00.9430,2018-12-05 19:58:25.8600,179,68,3727,Subscriber,1888,1
1145,2018-12-05 19:48:16.2720,2018-12-05 20:07:21.8660,10,54,3106,Subscriber,1998,1
2250,2018-12-05 19:48:13.3520,2018-12-05 20:25:43.5980,14,235,4035,Subscriber,1987,2
841,2018-12-05 19:50:10.5050,2018-12-05 20:04:12.0570,227,66,3540,Subscriber,1990,2
330,2018-12-05 19:50:22.8670,2018-12-05 19:55:53.3120,189,68,3342,Subscriber,1990,1
694,2018-12-05 19:50:38.7900,2018-12-05 20:02:13.3760,46,131,3742,Subscriber,1992,1
927,2018-12-05 19:50:52.0410,2018-12-05 20:06:19.9110,352,19,3404,Subscriber,1995,1
281,2018-12-05 19:51:31.7040,2018-12-05 19:56:12.7540,149,70,2692,Subscriber,1991,1
1274,2018-12-05 19:51:46.6430,2018-12-05 20:13:01.5790,46,74,3358,Subscriber,1966,0
1546,2018-12-05 19:52:42.1490,2018-12-05 20:18:28.7950,157,70,3424,Subscriber,1982,1
487,2018-12-05 19:53:41.7320,2018-12-05 20:01:49.2870,17,74,3580,Subscriber,1991,1
739,2018-12-05 19:53:51.5040,2018-12-05 20:06:10.8450,144,68,3622,Subscriber,1996,1
899,2018-12-05 19:54:05.7400,2018-12-05 20:09:05.6070,76,8,3513,Subscriber,1986,1
555,2018-12-05 19:54:13.5160,2018-12-05 20:03:29.3470,377,74,3524,Subscriber,1993,2
308,2018-12-05 19:54:25.2610,2018-12-05 19:59:33.4600,68,184,3022,Subscriber,1995,1
415,2018-12-05 19:54:47.9470,2018-12-05 20:01:43.2710,70,17,3774,Subscriber,1991,1
635,2018-12-05 19:54:55.8810,2018-12-05 20:05:31.3110,19,105,2545,Subscriber,1991,1
643,2018-12-05 19:54:55.9380,2018-12-05 20:05:39.3780,68,78,3754,Subscriber,1994,1
283,2018-12-05 19:55:51.5450,2018-12-05 20:00:34.5850,131,125,3853,Subscriber,1977,1
1081,2018-12-05 19:56:29.7410,2018-12-05 20:14:31.4370,103,361,3621,Subscriber,1999,1
696,2018-12-05 19:56:43.5680,2018-12-05 20:08:19.9180,10,66,2879,Subscriber,1994,1
886,2018-12-05 19:56:51.8830,2018-12-05 20:11:37.8920,70,333,2692,Subscriber,1989,2
946,2018-12-05 19:57:56.4410,2018-12-05 20:13:43.2260,342,69,3398,Subscriber,1993,1
104,2018-12-05 19:58:07.9990,2018-12-05 19:59:52.1490,68,75,3363,Subscriber,1993,1
1022,2018-12-05 19:58:36.9440,2018-12-05 20:15:39.8180,342,75,2430,Subscriber,1995,2
873,2018-12-05 19:58:47.9770,2018-12-05 20:13:21.9730,11,21,2022,Subscriber,1958,1
4502,2018-12-05 19:59:09.7150,2018-12-05 21:14:11.9180,160,160,3966,Customer,1969,0
456,2018-12-05 19:59:09.8750,2018-12-05 20:06:46.2470,160,160,3159,Customer,1969,0
263,2018-12-05 19:59:18.2960,2018-12-05 20:03:41.5240,19,361,3071,Subscriber,1999,1
212,2018-12-05 20:01:58.5590,2018-12-05 20:05:30.9330,27,12,2187,Subscriber,1998,1
851,2018-12-05 20:03:08.8390,2018-12-05 20:17:20.4130,227,6,2893,Subscriber,1990,1
345,2018-12-05 20:06:18.4800,2018-12-05 20:12:04.2640,5,342,3910,Subscriber,1959,1
233,2018-12-05 20:07:22.2220,2018-12-05 20:11:15.8110,17,87,422,Subscriber,1991,1
436,2018-12-05 20:07:21.9150,2018-12-05 20:14:38.4510,68,17,3528,Subscriber,1990,2
274,2018-12-05 20:07:38.7940,2018-12-05 20:12:13.5950,68,335,3342,Subscriber,1995,1
865,2018-12-05 20:10:04.5030,2018-12-05 20:24:29.8090,73,37,2751,Subscriber,1990,1
137,2018-12-05 20:10:30.4060,2018-12-05 20:12:47.6860,110,96,1150,Subscriber,1994,1
727,2018-12-05 20:11:11.9310,2018-12-05 20:23:19.5650,5,139,1218,Subscriber,1992,1
367,2018-12-05 20:13:15.2610,2018-12-05 20:19:22.3670,97,105,3749,Subscriber,1983,1
292,2018-12-05 20:13:24.9520,2018-12-05 20:18:17.1130,97,70,3019,Subscriber,1995,1
470,2018-12-05 20:13:48.5230,2018-12-05 20:21:39.1350,116,117,3810,Subscriber,1995,2
1113,2018-12-05 20:13:58.3960,2018-12-05 20:32:32.1250,33,33,3468,Subscriber,1988,1
800,2018-12-05 20:14:49.0890,2018-12-05 20:28:09.4710,16,68,3535,Subscriber,1988,1
1367,2018-12-05 20:14:52.2580,2018-12-05 20:37:39.6860,74,239,3358,Subscriber,1966,0
500,2018-12-05 20:17:36.7710,2018-12-05 20:25:57.6240,96,75,587,Subscriber,1995,1
1245,2018-12-05 20:18:41.1730,2018-12-05 20:39:27.0300,46,330,3655,Subscriber,1994,1
250,2018-12-05 20:18:33.0900,2018-12-05 20:22:43.2590,41,332,3820,Subscriber,1993,1
707,2018-12-05 20:18:38.8030,2018-12-05 20:30:26.5690,68,177,3718,Subscriber,1988,1
637,2018-12-05 20:19:03.7270,2018-12-05 20:29:41.4970,110,78,127,Subscriber,1995,1
525,2018-12-05 20:19:48.9980,2018-12-05 20:28:34.8270,67,68,2595,Subscriber,1994,2
1194,2018-12-05 20:19:51.7720,2018-12-05 20:39:45.9410,59,27,3287,Subscriber,1994,2
1762,2018-12-05 20:20:34.5000,2018-12-05 20:49:56.8280,193,37,3376,Subscriber,1990,2
452,2018-12-05 20:20:45.7240,2018-12-05 20:28:17.7920,74,180,3580,Subscriber,1982,2
524,2018-12-05 20:21:41.6940,2018-12-05 20:30:26.4810,80,68,3543,Subscriber,1997,2
957,2018-12-05 20:23:15.3920,2018-12-05 20:39:12.5110,80,115,3445,Subscriber,1961,1
687,2018-12-05 20:23:42.8050,2018-12-05 20:35:09.8100,10,66,2353,Subscriber,1991,1
879,2018-12-05 20:25:32.2120,2018-12-05 20:40:11.3150,33,105,2506,Subscriber,1989,1
1081,2018-12-05 20:25:48.5740,2018-12-05 20:43:50.3670,33,17,3265,Customer,1969,0
398,2018-12-05 20:26:24.5910,2018-12-05 20:33:03.4060,226,69,3921,Subscriber,1987,1
582,2018-12-05 20:26:34.9360,2018-12-05 20:36:17.4890,105,97,3749,Subscriber,1983,1
310,2018-12-05 20:27:02.1680,2018-12-05 20:32:12.2570,108,97,2349,Subscriber,1997,1
750,2018-12-05 20:28:22.4360,2018-12-05 20:40:53.0340,226,76,2214,Subscriber,1991,1
2953,2018-12-05 20:28:56.5620,2018-12-05 21:18:10.3910,126,27,2858,Subscriber,1985,1
1334,2018-12-05 20:29:57.5580,2018-12-05 20:52:11.8700,221,356,3488,Subscriber,1988,2
2045,2018-12-05 20:30:29.9310,2018-12-05 21:04:35.7380,331,331,3039,Customer,1969,0
1990,2018-12-05 20:31:32.6990,2018-12-05 21:04:43.4260,331,331,2408,Customer,1969,0
188,2018-12-05 20:31:38.8050,2018-12-05 20:34:47.2420,361,19,2992,Subscriber,1997,1
279,2018-12-05 20:31:55.1300,2018-12-05 20:36:34.2810,80,68,2697,Subscriber,1997,1
409,2018-12-05 20:32:15.6000,2018-12-05 20:39:05.1660,11,159,2788,Subscriber,1989,1
1067,2018-12-05 20:32:55.2140,2018-12-05 20:50:42.9970,74,178,2280,Subscriber,1995,1
247,2018-12-05 20:32:54.9760,2018-12-05 20:37:02.1260,361,10,3392,Subscriber,2000,1
1907,2018-12-05 20:32:58.1940,2018-12-05 21:04:45.8590,331,331,2670,Customer,1969,0
585,2018-12-05 20:34:22.8400,2018-12-05 20:44:08.0460,9,338,3755,Subscriber,1993,2
883,2018-12-05 20:35:31.1420,2018-12-05 20:50:14.9770,74,177,3968,Subscriber,1993,1
1349,2018-12-05 20:35:54.7950,2018-12-05 20:58:24.7930,33,33,3516,Subscriber,1988,1
745,2018-12-05 20:36:26.1930,2018-12-05 20:48:52.0080,33,90,4216,Subscriber,1989,1
334,2018-12-05 20:38:31.1590,2018-12-05 20:44:05.6230,87,110,4207,Subscriber,1987,1
543,2018-12-05 20:39:43.9020,2018-12-05 20:48:46.9530,70,377,3365,Customer,1969,0
363,2018-12-05 20:40:21.6400,2018-12-05 20:46:25.4890,115,378,4184,Subscriber,1988,1
1292,2018-12-05 20:40:44.8270,2018-12-05 21:02:17.3540,6,11,3534,Subscriber,1991,1
347,2018-12-05 20:41:26.5490,2018-12-05 20:47:13.6030,105,68,2827,Subscriber,1985,1
310,2018-12-05 20:42:16.3690,2018-12-05 20:47:26.8850,68,80,4062,Subscriber,1997,1
739,2018-12-05 20:42:48.9770,2018-12-05 20:55:08.5840,318,74,3649,Subscriber,1990,1
424,2018-12-05 20:43:51.5300,2018-12-05 20:50:56.4600,80,88,134,Subscriber,1989,1
621,2018-12-05 20:44:11.0910,2018-12-05 20:54:32.6880,74,75,3524,Subscriber,1994,1
415,2018-12-05 20:44:43.3290,2018-12-05 20:51:38.6800,14,46,3327,Subscriber,1988,1
250,2018-12-05 20:45:24.8630,2018-12-05 20:49:35.8430,335,116,3342,Subscriber,1995,1
898,2018-12-05 20:45:41.8600,2018-12-05 21:00:40.7720,76,181,2214,Subscriber,1987,2
