tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
2128,2018-12-01 09:11:43.1690,2018-12-01 09:47:11.2800,115,23,3683,Subscriber,1985,2
319,2018-12-01 09:12:58.9590,2018-12-01 09:18:18.1570,87,68,3857,Subscriber,1989,2
751,2018-12-01 09:13:48.8000,2018-12-01 09:26:20.6530,73,335,4130,Subscriber,1980,1
352,2018-12-01 09:13:51.3620,2018-12-01 09:19:44.2580,68,179,4118,Subscriber,1998,1
1492,2018-12-01 09:14:51.7590,2018-12-01 09:39:44.6920,116,116,4093,Customer,1958,1
532,2018-12-01 09:17:47.7280,2018-12-01 09:26:39.9980,180,221,2455,Subscriber,1989,1
394,2018-12-01 09:18:04.9530,2018-12-01 09:24:39.5160,116,74,2346,Subscriber,1985,1
679,2018-12-01 09:18:27.3570,2018-12-01 09:29:47.2340,108,91,3325,Subscriber,1990,1
678,2018-12-01 09:19:29.3000,2018-12-01 09:30:47.8560,193,66,4122,Subscriber,1977,2
696,2018-12-01 09:20:50.2610,2018-12-01 09:32:27.1490,181,76,3695,Subscriber,1987,2
377,2018-12-01 09:22:51.9240,2018-12-01 09:29:08.9560,178,105,4207,Subscriber,1995,1
713,2018-12-01 09:23:42.3400,2018-12-01 09:35:36.0470,197,159,3403,Subscriber,1961,2
423,2018-12-01 09:24:19.8680,2018-12-01 09:31:22.9650,91,116,3268,Subscriber,1990,2
498,2018-12-01 09:25:16.2240,2018-12-01 09:33:34.5900,177,105,3772,Subscriber,1990,2
1396,2018-12-01 09:25:21.0730,2018-12-01 09:48:37.9030,16,17,2605,Subscriber,1991,2
210,2018-12-01 09:26:00.5600,2018-12-01 09:29:30.9190,76,139,2830,Subscriber,1957,1
565,2018-12-01 09:27:22.9920,2018-12-01 09:36:48.8710,149,108,4102,Subscriber,1991,1
544,2018-12-01 09:28:49.8160,2018-12-01 09:37:54.4130,137,115,2845,Subscriber,1980,2
362,2018-12-01 09:29:44.1330,2018-12-01 09:35:46.5350,68,225,3857,Subscriber,1987,1
1469,2018-12-01 09:30:01.1430,2018-12-01 09:54:30.4270,176,41,2088,Subscriber,1989,1
404,2018-12-01 09:30:01.5810,2018-12-01 09:36:45.8570,179,105,3052,Subscriber,1992,1
333,2018-12-01 09:31:05.4690,2018-12-01 09:36:38.5850,88,68,3183,Subscriber,1991,2
664,2018-12-01 09:31:49.0330,2018-12-01 09:42:53.9270,39,342,4208,Subscriber,1979,1
1005,2018-12-01 09:33:47.8780,2018-12-01 09:50:33.1470,371,70,118,Subscriber,1989,2
308,2018-12-01 09:36:13.2730,2018-12-01 09:41:21.7170,178,68,2400,Subscriber,1996,2
377,2018-12-01 09:37:02.0220,2018-12-01 09:43:19.2750,88,68,1547,Subscriber,1995,1
1051,2018-12-01 09:39:23.3070,2018-12-01 09:56:54.4900,58,361,2517,Subscriber,1983,1
195,2018-12-01 09:39:34.9030,2018-12-01 09:42:49.9120,68,178,2881,Subscriber,1988,1
498,2018-12-01 09:41:28.6470,2018-12-01 09:49:46.7640,105,74,2755,Subscriber,1991,1
384,2018-12-01 09:41:30.6350,2018-12-01 09:47:55.2280,8,41,2493,Subscriber,1994,1
705,2018-12-01 09:41:47.6470,2018-12-01 09:53:33.3820,125,19,3557,Subscriber,1995,1
613,2018-12-01 09:43:07.6270,2018-12-01 09:53:21.3370,73,88,3230,Subscriber,1967,2
943,2018-12-01 09:43:21.3810,2018-12-01 09:59:05.3120,97,144,2176,Subscriber,1987,1
393,2018-12-01 09:43:34.4130,2018-12-01 09:50:07.5860,105,178,4207,Subscriber,1995,1
235,2018-12-01 09:43:47.3350,2018-12-01 09:47:42.8930,361,10,3777,Subscriber,1994,2
622,2018-12-01 09:44:22.7150,2018-12-01 09:54:45.4300,221,80,2876,Subscriber,1985,1
284,2018-12-01 09:45:41.5530,2018-12-01 09:50:26.5510,88,76,2198,Subscriber,1984,1
936,2018-12-01 09:45:50.2490,2018-12-01 10:01:26.6640,115,67,3631,Subscriber,1976,1
1024,2018-12-01 09:45:59.9680,2018-12-01 10:03:04.6770,41,344,2665,Subscriber,1993,2
1148,2018-12-01 09:46:04.9270,2018-12-01 10:05:13.3410,15,335,3437,Subscriber,1992,1
844,2018-12-01 09:47:34.0520,2018-12-01 10:01:38.3260,189,149,3867,Subscriber,1989,1
507,2018-12-01 09:47:36.0690,2018-12-01 09:56:03.4060,105,179,3772,Subscriber,1992,1
236,2018-12-01 09:48:01.3750,2018-12-01 09:51:58.0680,79,108,3539,Subscriber,1988,1
655,2018-12-01 09:48:30.4760,2018-12-01 09:59:26.4590,68,352,3183,Subscriber,1981,1
1076,2018-12-01 09:48:41.0820,2018-12-01 10:06:37.3850,76,156,2919,Subscriber,1984,2
903,2018-12-01 09:49:48.4820,2018-12-01 10:04:51.4900,178,149,2881,Subscriber,1997,1
508,2018-12-01 09:50:03.8690,2018-12-01 09:58:32.0760,105,67,2172,Subscriber,1995,1
679,2018-12-01 09:50:15.8390,2018-12-01 10:01:35.1910,58,19,2299,Subscriber,1994,1
687,2018-12-01 09:50:17.9490,2018-12-01 10:01:44.9620,58,19,3060,Subscriber,1995,2
618,2018-12-01 09:50:25.0430,2018-12-01 10:00:43.8140,184,221,2563,Subscriber,1993,1
1142,2018-12-01 09:50:37.7100,2018-12-01 10:09:40.6750,105,36,2029,Subscriber,1973,2
588,2018-12-01 09:50:46.0930,2018-12-01 10:00:34.9220,76,108,3665,Subscriber,1994,2
404,2018-12-01 09:51:00.5620,2018-12-01 09:57:44.9760,116,79,4113,Subscriber,1994,1
1395,2018-12-01 09:51:16.9200,2018-12-01 10:14:31.9830,68,226,2418,Subscriber,1990,2
1017,2018-12-01 09:51:24.4950,2018-12-01 10:08:22.1190,67,74,3943,Customer,1969,0
1541,2018-12-01 09:52:08.3710,2018-12-01 10:17:49.4310,17,144,2605,Subscriber,1991,2
536,2018-12-01 09:54:55.0070,2018-12-01 10:03:51.5300,68,179,2400,Subscriber,1995,1
687,2018-12-01 09:55:22.3440,2018-12-01 10:06:49.3480,82,233,2496,Subscriber,1989,1
760,2018-12-01 09:55:29.0920,2018-12-01 10:08:09.1460,178,110,4207,Subscriber,1992,1
279,2018-12-01 09:57:50.4430,2018-12-01 10:02:30.0420,87,110,2808,Subscriber,1987,1
246,2018-12-01 09:58:32.5290,2018-12-01 10:02:39.2590,115,104,3144,Subscriber,1989,2
351,2018-12-01 09:59:43.7170,2018-12-01 10:05:35.2580,110,104,2460,Subscriber,1962,2
907,2018-12-01 10:01:17.6190,2018-12-01 10:16:25.1460,41,69,184,Subscriber,1991,1
394,2018-12-01 10:03:35.7310,2018-12-01 10:10:10.3970,115,110,4191,Subscriber,1993,1
384,2018-12-01 10:03:55.3700,2018-12-01 10:10:19.8650,86,11,3418,Subscriber,1984,1
426,2018-12-01 10:05:00.3750,2018-12-01 10:12:06.9810,139,74,4134,Subscriber,1991,2
591,2018-12-01 10:05:34.9740,2018-12-01 10:15:25.9790,79,104,3782,Subscriber,1993,1
1907,2018-12-01 10:05:38.6280,2018-12-01 10:37:26.2750,116,69,4116,Subscriber,1956,2
861,2018-12-01 10:05:59.4560,2018-12-01 10:20:21.2780,90,76,685,Subscriber,1969,2
621,2018-12-01 10:06:14.2100,2018-12-01 10:16:35.3990,41,69,3466,Subscriber,1993,2
1181,2018-12-01 10:06:22.1290,2018-12-01 10:26:03.5860,359,25,4017,Subscriber,1987,2
254,2018-12-01 10:06:44.0170,2018-12-01 10:10:58.4400,116,108,3122,Subscriber,1990,1
658,2018-12-01 10:07:23.8400,2018-12-01 10:18:22.4060,115,137,3108,Subscriber,1980,2
433,2018-12-01 10:08:29.7840,2018-12-01 10:15:42.7870,97,178,1280,Subscriber,1996,1
1101,2018-12-01 10:08:40.6190,2018-12-01 10:27:02.5980,57,68,3957,Subscriber,1990,2
329,2018-12-01 10:09:23.4110,2018-12-01 10:14:52.8690,239,99,4144,Subscriber,1989,2
645,2018-12-01 10:09:54.9700,2018-12-01 10:20:40.2730,185,76,1029,Subscriber,1983,2
868,2018-12-01 10:10:37.0470,2018-12-01 10:25:06.0280,179,74,3749,Subscriber,1992,1
349,2018-12-01 10:10:46.5280,2018-12-01 10:16:36.4720,116,79,3058,Subscriber,1990,1
130,2018-12-01 10:11:29.3450,2018-12-01 10:13:39.5520,11,14,3418,Subscriber,1984,1
320,2018-12-01 10:11:44.3800,2018-12-01 10:17:04.6880,335,68,4139,Subscriber,1995,2
1584,2018-12-01 10:12:07.8330,2018-12-01 10:38:32.6900,115,332,3486,Subscriber,1977,1
296,2018-12-01 10:12:09.5990,2018-12-01 10:17:05.7280,335,68,2648,Subscriber,1996,1
1050,2018-12-01 10:12:15.9920,2018-12-01 10:29:46.2520,342,177,3951,Customer,1989,1
358,2018-12-01 10:13:46.3270,2018-12-01 10:19:44.5950,105,97,2860,Subscriber,1984,1
765,2018-12-01 10:13:57.6130,2018-12-01 10:26:43.3880,328,74,1581,Subscriber,1976,1
613,2018-12-01 10:14:38.8470,2018-12-01 10:24:52.1410,15,17,3345,Subscriber,1991,1
994,2018-12-01 10:14:38.9130,2018-12-01 10:31:12.9740,189,105,2872,Subscriber,1958,1
1273,2018-12-01 10:14:53.1250,2018-12-01 10:36:06.1960,79,20,1097,Subscriber,1987,1
578,2018-12-01 10:15:43.5380,2018-12-01 10:25:21.8420,225,17,3985,Subscriber,1989,1
1292,2018-12-01 10:16:15.9250,2018-12-01 10:37:48.5310,99,10,2867,Subscriber,1993,1
755,2018-12-01 10:17:51.1560,2018-12-01 10:30:26.5770,87,71,1570,Subscriber,1988,1
1042,2018-12-01 10:18:14.0980,2018-12-01 10:35:36.4780,67,73,2740,Subscriber,1997,1
473,2018-12-01 10:18:35.8730,2018-12-01 10:26:29.2270,226,227,2826,Subscriber,1991,1
1283,2018-12-01 10:18:56.9690,2018-12-01 10:40:20.9220,142,73,3278,Subscriber,1988,2
474,2018-12-01 10:19:57.1520,2018-12-01 10:27:51.6680,179,105,2804,Subscriber,1991,2
473,2018-12-01 10:19:57.5540,2018-12-01 10:27:51.2080,179,105,2400,Subscriber,1987,1
548,2018-12-01 10:20:38.4160,2018-12-01 10:29:47.2620,338,9,3817,Subscriber,1993,2
1631,2018-12-01 10:20:57.7250,2018-12-01 10:48:08.7660,68,16,4139,Subscriber,1988,1
7155,2018-12-01 10:21:52.0420,2018-12-01 12:21:07.7830,361,361,2517,Customer,1969,0
261,2018-12-01 10:22:27.6540,2018-12-01 10:26:49.1020,178,68,1280,Subscriber,1990,1
219,2018-12-01 10:22:31.3940,2018-12-01 10:26:11.2890,79,71,3058,Subscriber,1990,1
1048,2018-12-01 10:22:41.1830,2018-12-01 10:40:09.5390,226,189,3425,Subscriber,1987,2
6970,2018-12-01 10:22:46.9040,2018-12-01 12:18:57.3140,361,361,4044,Customer,1969,0
1031,2018-12-01 10:22:51.8710,2018-12-01 10:40:03.3530,19,125,3557,Subscriber,1995,1
567,2018-12-01 10:23:01.6770,2018-12-01 10:32:28.7120,233,160,2496,Subscriber,1954,1
702,2018-12-01 10:24:23.6940,2018-12-01 10:36:05.7440,342,36,3062,Subscriber,1975,2
691,2018-12-01 10:24:33.7630,2018-12-01 10:36:04.8440,342,36,3845,Subscriber,1974,1
1320,2018-12-01 10:24:57.5920,2018-12-01 10:46:58.0460,181,68,3363,Customer,1988,2
426,2018-12-01 10:26:56.0410,2018-12-01 10:34:02.8020,116,67,3268,Subscriber,1995,1
196,2018-12-01 10:27:28.2970,2018-12-01 10:30:44.8440,177,68,2800,Subscriber,1983,1
1623,2018-12-01 10:27:43.1570,2018-12-01 10:54:46.8570,333,115,3414,Customer,1969,0
931,2018-12-01 10:28:25.2880,2018-12-01 10:43:56.5330,149,88,2881,Subscriber,1968,1
331,2018-12-01 10:29:30.3350,2018-12-01 10:35:01.7550,331,342,2385,Subscriber,1996,1
1175,2018-12-01 10:30:23.5360,2018-12-01 10:49:58.9030,68,12,3957,Subscriber,1983,2
1026,2018-12-01 10:30:26.8790,2018-12-01 10:47:33.4070,14,25,3603,Subscriber,1997,1
