Id,Number,Name,Latitude,Longitude,District,Public,Total docks
,T32005,Salem MBTA - Washington at Federal St,42.52345239,-70.89611113,Salem,Yes,11
,T32007 ,Salem State University - Bike Path at Loring Ave,42.50182399,-70.89478076,Salem,Yes,15
,T32002,Salem Willows Park,42.53466911,-70.8702144,Salem,Yes,15
173,C32033,Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,Boston,Yes,14
157,C32036,Seaport Blvd at Sleeper St,42.35317809,-71.04817357,Boston,Yes,15
31,B32014,Seaport Hotel - Congress St at Seaport Ln,42.34881026,-71.04167744,Boston,Yes,19
24,B32007,Seaport Square - Seaport Blvd at Northern Ave,42.35148193,-71.04436085,Boston,Yes,19
386,M32063,Sennott Park Broadway at Norfolk Street,42.36860524,-71.09930186,Cambridge,Yes,19
399,D32048,Shawmut Ave at Oak St W,42.34854543,-71.06559185,Boston,Yes,15
272,E32009,Shawmut T Stop,42.292917,-71.06575,Boston,Yes,19
,T32003,Shetland Park - Congress at Peabody St,42.51836788,-70.88952363,Salem,Yes,11
184,M32047,Sidney Research Campus/Erie Street at Waverly,42.35775309,-71.10393405,Cambridge,Yes,19
227,D32032,Silber Way,42.349496,-71.10057592,Boston,Yes,19
,M32069,Smith Pl at Wilson Rd,42.39239749,-71.15058332,Cambridge,Yes,19
17,A32006,Soldiers Field Park - 111 Western Ave,42.36426344,-71.1182757,Boston,Yes,15
77,S32001,Somerville City Hall,42.386844,-71.09812,Somerville,Yes,19
406,S32036,Somerville City Hall Annex,42.39189812,-71.09745376,Somerville,Yes,19
,S32048,Somerville High School & Central Library,42.3864,-71.09601,Somerville,Yes,17
156,S32020,Somerville Hospital,42.39044949,-71.1085595,Somerville,Yes,15
119,C32017,South Boston Library - 646 E Broadway,42.335741,-71.03877,Boston,Yes,15
25,A32009,South End Library - Tremont St at W Newton St,42.341332,-71.076847,Boston,Yes,15
22,A32010,South Station - 700 Atlantic Ave,42.352175,-71.055547,Boston,Yes,47
85,D32023,Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,Boston,Yes,19
434,C32087,Spring St at Powell St,42.27748444,-71.16341468,Boston,Yes,19
233,K32007,St Mary's,42.34619708,-71.10728681,Brookline,Yes,15
150,C32024,State Street at Channel Center,42.344137,-71.052608,Boston,Yes,19
282,D32041,Stony Brook T Stop,42.316966,-71.104374,Boston,Yes,15
415,D32049,Stuart St at Berkeley St,42.34954403,-71.07242074,Boston,Yes,19
49,D32011,Stuart St at Charles St,42.351146,-71.066289,Boston,Yes,18
441,D32053,Sullivan Square,42.38445226,-71.07514855,Boston,Yes,19
,R32001,Sumner St at Shirley Ave,42.40833706,-70.99804848,Revere,Yes,11
151,A32013,Surface Rd at India St,42.358155,-71.052163,Boston,Yes,19
426,A32042,Surface Rd at Summer St,42.3529457,-71.05656401,Boston,Yes,27
393,V32007,Swan St. Park,42.41250451,-71.05842225,Everett,Yes,15
405,C32064,Sydney St at Carson St,42.32039374,-71.05355408,Boston,Yes,19
348,C32043,Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,Boston,Yes,15
191,K32008,Tappan St at Brookline Hills MBTA,42.3329529,-71.12824756,Brookline,Yes,15
114,S32011,Teele Square,42.40231703,-71.12671129,Somerville,Yes,15
425,E32011,The Dimock Center,42.31930943,-71.09639924,Boston,Yes,16
215,A32033,The Eddy - New St at Sumner St,42.370744,-71.044201,Boston,Yes,15
163,C32028,The Lawn on D,42.344792,-71.044024,Boston,Yes,19
,D32054,The Overlook at St. Gabriel's,42.34679008,-71.14549814,Boston,Yes,19
347,C32049,Thetford Ave at Norfolk St,42.28621295,-71.07942931,Boston,Yes,15
185,M32048,Third at Binney,42.36544486,-71.08277142,Cambridge,Yes,15
,L32005,Thorndike Field at Minuteman Bikeway,42.40016805,-71.14456963,Arlington,Yes,11
4,C32000,Tremont St at E Berkeley St,42.345392,-71.069616,Boston,Yes,19
374,B32056,Tremont St at Hamilton Pl,42.35668335,-71.06166646,Boston,Yes,19
364,C32056,Tremont St at Northampton St,42.3388956,-71.08149976,Boston,Yes,19
379,C32060,Tremont St at W. Dedham St,42.34254914,-71.07421449,Boston,Yes,15
54,D32014,Tremont St at West St,42.354979,-71.063348,Boston,Yes,15
222,C32035,Troy Boston,42.343749,-71.062256,Boston,Yes,14
8,A32001,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,Boston,Yes,19
78,S32002,Union Square - Somerville,42.37971603,-71.09391332,Somerville,Yes,19
,S32041,Union Square East,42.380078,-71.090098,Somerville,Yes,19
,N32004,Union St at Herrick Rd ? Newton Centre Green Line,42.32956868,-71.19367272,Newton,Yes,11
92,C32014,University of Massachusetts Boston - Campus Center,42.31218918,-71.03648586,Boston,Yes,19
177,M32040,University Park,42.36264779,-71.10006094,Cambridge,Yes,19
130,C32019,Uphams Corner,42.31727474,-71.06537004,Boston,Yes,15
199,B32025,Uphams Corner T Stop - Magnolia St at Dudley St,42.31869734,-71.06978148,Boston,Yes,0
,A32053,Valenti Way at Haverhill St,42.36473899,-71.05934903,Boston,Yes,24
367,M32057,Vassal Lane at Tobin/VLUS,42.38536765,-71.13775671,Cambridge,Yes,19
221,M32050,Verizon Innovation Hub 10 Ware Street,42.37250865,-71.11305356,Cambridge,Yes,19
161,C32029,W Broadway at D St,42.3391085,-71.0514432,Boston,Yes,23
121,C32016,W Broadway at Dorchester St,42.33595898,-71.046229,Boston,Yes,17
,C32102,Walnut Ave at School St,42.31242399,-71.09616905,Boston,Yes,19
204,B32030,Walnut Ave at Warren St,42.324081,-71.083235,Boston,Yes,15
98,D32021,Warren St at Chelsea St,42.371848,-71.060292,Boston,Yes,23
,V32010,Wasgott Playground,42.40933007,-71.06381878,Everett,Yes,15
,C32042,Washington St at Bowdoin St,42.29916498,-71.07345872,Boston,Yes,0
174,D32029,Washington St at Brock St,42.34895285,-71.16031677,Boston,Yes,15
,N32001,Washington St at Crafts St,42.35389024,-71.19943707,Newton,Yes,11
427,C32081,Washington St at Denton Terr,42.28072815,-71.13423757,Boston,Yes,19
354,A32037,Washington St at Egremont Rd,42.34286835,-71.14127841,Boston,Yes,15
431,C32084,Washington St at Fuller St,42.28198628,-71.07147925,Boston,Yes,15
402,K32011,Washington St at Griggs Rd,42.33833424,-71.1305093,Brookline,Yes,15
51,C32005,Washington St at Lenox St,42.33509899,-71.07903779,Boston,Yes,15
200,B32026,Washington St at Melnea Cass Blvd,42.332817,-71.081198,Boston,Yes,19
329,S32021,Washington St at Myrtle St,42.38170676,-71.08377187,Somerville,Yes,15
412,C32067,Washington St at Peters Park,42.34303291,-71.0668873,Boston,Yes,19
39,C32006,Washington St at Rutland St,42.3385146,-71.07404083,Boston,Yes,27
349,C32038,Washington St at Talbot Ave,42.290333,-71.071806,Boston,Yes,17
,N32014,Washington St at Walnut St,42.35145812,-71.20764971,Newton,Yes,11
430,C32083,Washington St at Walsh Playground,42.2771947,-71.06955614,Boston,Yes,0
26,D32002,Washington St at Waltham St,42.34157472,-71.0689044,Boston,Yes,15
218,C32034,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.351586,-71.04569256,Boston,Yes,15
,W32002,Watertown Sq,42.36526032,-71.18573324,Watertown,Yes,15
,W32005,Watertown Town Hall,42.367621,-71.187936,Watertown,Yes,11
160,B32021,Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601,-71.09627098,Boston,Yes,14
109,D32022,West End Park,42.36590788,-71.06446669,Boston,Yes,35
,N32005,West Newton,42.3496005,-71.22627497,Newton,Yes,15
,N32006,West Newton Armory,42.34947178,-71.22000679,Newton,Yes,11
428,A32043,Western Ave at Richardson St,42.36178741,-71.14393111,Boston,Yes,19
443,B32059,Whittier St Health Center,42.33286288,-71.09218862,Boston,Yes,19
279,D32040,Williams St at Washington St,42.306539,-71.107669,Boston,Yes,19
99,S32005,Wilson Square,42.38567579,-71.11412136,Somerville,Yes,15
369,D32044,Boston Public Market,42.36254854409333,-71.0573735833168,Boston,Yes,15
366,C32053,Broadway T Stop,42.34278116224413,-71.05747275072645,Boston,Yes,15
435,C32088,Central Ave at River St,42.27094707029229,-71.07337901405117,Boston,Yes,15
420,D32051,Charles St at Pinckney St,42.35872530462163,-71.07079532006537,Boston,Yes,15
209,A32027,Chelsea St at Saratoga St,42.379772,-71.027448,Boston,Yes,15
411,C32066,Dorchester Ave at King St,42.29175621632091,-71.0625918023743,Boston,Yes,15
106,C32015,Dudley Town Common - Mt Pleasant Ave at Blue Hill Ave,42.325333,-71.075354,Boston,Yes,15
388,V32002,Main Street at Carter Street,42.40413,-71.0613,Everett,Yes,15
69,,Coolidge Corner - Beacon St @ Centre St,42.341598,-71.123338,,,
130,,Upham's Corner TEMPORARY WINTER LOCATION,42.31750891943043,-71.06416625906604,,,
42,,Boylston St at Arlington St TEMPORARY WINTER LOCATION,42.352583438376996,-71.06766249993596,,,
88,,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,,,
60,,Charles Circle - Charles St at Cambridge St TEMPORARY WINTER LOCATION,42.36075761041193,-71.07132909824031,,,
81,,Boylston St at Washington St,42.352409,-71.062679,,,
195,,Brian P. Murphy Staircase at Child Street,42.3720597013741,-71.07202649116516,,,
21,,Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,,,
110,,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,,,
82,,Washington Square at Washington St. / Beacon St. TEMPORARY WINTER LOCATION,42.338254270769454,-71.13905482012342,,,
57,,Columbus Ave at Massachusetts Ave,42.340542615516355,-71.08138847914233,,,
184,,Sidney Research Campus/ Erie Street at Waverly,42.35775309465199,-71.10393404960632,,,
193,,Brookline Village - Station Street @ MBTA TEMPORARY WINTER LOCATION,42.33376472623494,-71.12046446660315,,,
58,,Beacon St at Arlington St,42.35554932336134,-71.07284188270569,,,
9,,Commonwealth Ave at Buick St,42.35062177153799,-71.11288218766276,,,
44,,Congress St at North St,42.360613,-71.057452,,,
66,,Allston Green District - Griggs St at Commonwealth Ave TEMPORARY WINTER LOCATION,42.34922469338298,-71.13275302578586,,,
92,,University of Massachusetts Boston - Integrated Sciences Complex,42.314507,-71.041269,,,
181,,Huron Ave. At Vassal Lane,42.381650612901176,-71.13426981498378,,,
1,,18 Dorrance Warehouse,42.387151,-71.075978,,,
56,,Dudley Square - Dudley St at Warren St,42.32854046293402,-71.08416482806204,,,
207,,Faneuil St at Market St,42.35484,-71.150226,,,
162,,Franklin Park - Seaver St at Humbolt Ave,42.309796,-71.092225,,,
219,,Central Square - East Boston,42.373312125824704,-71.0410200806291,,,
164,,Lab PBSC,0.0,0.0,,,
66,,Allston Green District - Griggs St at Commonwealth Ave,42.34922469338298,-71.13275302578586,,,
193,,Brookline Village - Station Street @ MBTA,42.33376472623494,-71.12046446660315,,,
130,,Upham's Corner,42.31727474327453,-71.06537003967787,,,
82,,Washington Square at Washington St. / Beacon St.,42.33826680058037,-71.13894682028331,,,
109,,TD Garden - West End Park,42.36590788445084,-71.06446668505669,,,
45,,Yawkey Way at Boylston St.,42.3446808403874,-71.09785348176956,,,
111,,Packard Ave / Powderhouse Blvd,42.40449,-71.123413,,,
120,,Charles St and Beacon St,42.356052,-71.069849,,,
199,,Upham's Corner T Stop - Magnolia St at Dudley St,42.318697341722434,-71.0697814822197,,,
48,,Post Office Square - Pearl St at Milk St,42.356755,-71.055407,,,
45,,Jersey St. at Boylston St.,42.3446808403874,-71.09785348176956,,,
259,,Washington St at Bradlee St,42.297722,-71.073,,,
158,,8D OPS 01,0.0,0.0,,,
86,,Brookline Village - Pearl Street at MBTA,42.332799,-71.116205,,,
250,,Park Plaza at Columbus Ave,42.35186,-71.067688,,,
168,,Harvard Ave at Brainerd Rd (former),42.349561885454115,-71.1302706227616,,,
264,,Washington St at Egremont Rd (former),42.3429444,-71.1413333,,,
294,,Deerfield St at Commonwealth Ave (former),42.349205689770685,-71.09727063041646,,,
250,,Park Plaza at Charles St (former),42.35186,-71.067688,,,
243,,Commonwealth Ave at Kelton St (former),42.348368023549895,-71.13997621466297,,,
306,,Blue Hill Ave at Southwood St (former),42.31784,-71.07796,,,
281,,Medford St at Charlestown BCYF (former),42.380584,-71.060875,,,
247,,Boylston St at Jersey St (former),42.344695708662215,-71.09723791480063,,,
155,,Huntington Ave at Mass Art (former),42.33651909304393,-71.0989692435578,,,
278,,Centre St at Seaverns Ave (former),42.312120283566095,-71.11429806807791,,,
277,,Charlestown Navy Yard (former),42.374010653844934,-71.0548335313797,,,
240,,Harvard St at Greene-Rose Heritage Park (former),42.36599406030789,-71.09516322612761,,,
238,,Mass Ave at Hadley/Walden (former),42.39138548863825,-71.12288117408751,,,
284,,One Brigham Circle (former),42.333919727205775,-71.10446777203833,,,
237,,699 Mt Auburn St (former),42.37497659215716,-71.14863030630659,,,
231,,Washington St at Myrtle St (former),42.38172115782515,-71.08376650152422,,,
220,,Grove St at Community Path (former),42.3963838795032,-71.12010508775711,,,
244,,Archdale Rd at Washington St (former),42.292706,-71.121145,,,
246,,Roslindale Village - Washington St (former),42.2861532,-71.1283744,,,
249,,Commonwealth Ave at Chiswick Rd (former),42.3402177416592,-71.1517309399278,,,
283,,Main St at Thompson Sq (former),42.374917,-71.063829,,,
295,,Columbia Rd at Tierney Community Center (former),42.33023264684929,-71.0505741463021,,,
242,,Roslindale Village - South St (former),42.287072,-71.127754,,,
257,,Codman Square Library (former),42.2873611,-71.0711111,,,
293,,Bartlett St at John Elliot Sq (former),42.32946325922549,-71.09015820552486,,,
252,,Cleveland Circle (former),42.33553091872319,-71.15072786808014,,,
262,,Faneuil St at Arlington St (former),42.3528611,-71.1600278,,,
274,,Bennington St at Constitution Beach (former),42.385249,-71.010601,,,
256,,Washington St at Talbot Ave (former),42.290333,-71.071806,,,
307,,Broadway T Stop (former),42.3428,-71.05751,,,
263,,Mattapan Library (former),42.2773889,-71.09325,,,
254,,Talbot Ave At Blue Hill Ave (former),42.2945833,-71.087111,,,
245,,Blue Hill Ave at Almont St (former),42.27454525528758,-71.09372016051566,,,
253,,Thetford Ave at Norfolk St (former),42.286251,-71.079463,,,
248,,Morton St T (former),42.280753829614476,-71.08621831150231,,,
241,,Mattapan T Stop (former),42.267902,-71.093641,,,
302,,Harrison Ave at Bennet St (former),42.3493102175903,-71.06210500001907,,,
299,,Harrison Ave at Mullins Way (former),42.34510857037852,-71.06392078119825,,,
300,,Tremont St at Northampton St (former),42.33884970690809,-71.08140613892829,,,
286,,30 Dane St. (former),42.38112284630097,-71.10410027224134,,,
311,,Vassal Lane at Tobin/VLUS (former),42.383928224564585,-71.13962350417751,,,
330,,30 Dane St.,42.38100143038052,-71.10402522613185,,,
345,,Park Plaza at Charles St,42.351828068920675,-71.06781138111728,,,
229,,8D QC Station 01,42.34503315560333,-71.09664916992188,,,
230,,8D QC Station 02,0.0,0.0,,,
317,,BCBS Quincy,42.27600498756665,-71.03924982267927,,,
308,,BCBS Hingham,42.16722555541654,-70.90555783370291,,,
374,,Tremont St at Hamilton Place,42.35668334969929,-71.06166645884514,,,
384,,Clarendon St at Commonwealth Ave,42.35219035145307,-71.0760041699723,,,
386,,Sennott Park  Broadway at Norfolk Street,42.36860524248197,-71.09930185605663,,,
134,,Boylston St at Dartmouth St FORMER,42.350413,-71.07655,,,
396,,Wasgatt Playground,42.4093300667225,-71.06381878293178,,,
383,,MTL-ECO5.1-01,0.0,0.0,,,
382,,MTL-ECO4-01,0.0,0.0,,,
164,,Warehouse Lab PBSC,42.38645499610106,-71.07541964272968,,,
422,,American Legion Hwy at Canterbury St,42.278811581565975,-71.11687703062671,,,
223,,Mobile Temporary Station 2,0.0,0.0,,,
400,,Big Papi Station,42.34734473177431,-71.1001680795016,,,
393,,Ferry St at Pleasantview Ave,42.40914877754532,-71.04597684005057,,,
396,,Main St at Beacon St,42.41072713868097,-71.06266822675025,,,
387,,Norman St at Kelvin St,42.40581171700586,-71.06708850720679,,,
422,,Cummins at American Legion,42.278811581565975,-71.11687703062671,,,
438,,Mobile Temporary Station,42.359675363711105,-71.10160055174674,,,
