tripduration,starttime,stoptime,start station id,end station id,bikeid,usertype,birth year,gender
872,2019-02-01 07:26:15.1800,2019-02-01 07:40:47.7010,87,80,3491,Subscriber,1989,2
502,2019-02-01 07:27:44.1500,2019-02-01 07:36:06.2040,33,352,3333,Subscriber,1988,1
859,2019-02-01 07:27:45.5390,2019-02-01 07:42:05.1670,360,11,3214,Subscriber,1961,2
576,2019-02-01 07:30:29.7460,2019-02-01 07:40:06.3240,361,67,3000,Subscriber,1964,1
489,2019-02-01 07:30:51.6970,2019-02-01 07:39:01.1960,131,30,3477,Subscriber,1988,2
789,2019-02-01 07:31:40.8380,2019-02-01 07:44:50.4730,342,107,3522,Subscriber,1993,1
474,2019-02-01 07:32:10.3900,2019-02-01 07:40:04.4490,381,318,2023,Subscriber,1995,1
999,2019-02-01 07:33:16.5870,2019-02-01 07:49:56.3760,115,80,3027,Subscriber,1962,1
1192,2019-02-01 07:34:10.0970,2019-02-01 07:54:02.2980,115,226,2704,Subscriber,1983,1
532,2019-02-01 07:35:29.8900,2019-02-01 07:44:22.5400,131,14,2856,Subscriber,1984,1
2179,2019-02-01 07:36:31.1190,2019-02-01 08:12:50.7250,118,14,3780,Subscriber,1987,1
1193,2019-02-01 07:36:49.2250,2019-02-01 07:56:43.0840,86,80,2338,Customer,1969,0
829,2019-02-01 07:38:29.6380,2019-02-01 07:52:19.0130,221,10,2366,Subscriber,1990,1
2209,2019-02-01 07:38:49.4430,2019-02-01 08:15:39.2170,139,135,2381,Subscriber,1988,1
1159,2019-02-01 07:39:07.2440,2019-02-01 07:58:26.8810,139,86,3876,Subscriber,1996,2
252,2019-02-01 07:39:00.2470,2019-02-01 07:43:12.5100,27,12,4343,Subscriber,1997,1
2093,2019-02-01 07:39:37.7680,2019-02-01 08:14:30.8120,9,31,4403,Subscriber,1981,1
149,2019-02-01 07:39:57.3470,2019-02-01 07:42:26.5540,116,76,3903,Subscriber,1982,1
1129,2019-02-01 07:40:09.5160,2019-02-01 07:58:59.1180,190,19,4200,Subscriber,1977,1
1536,2019-02-01 07:40:27.5700,2019-02-01 08:06:03.7770,131,135,2776,Subscriber,1988,1
488,2019-02-01 07:42:49.9670,2019-02-01 07:50:58.1010,139,67,3080,Subscriber,1993,2
660,2019-02-01 07:43:02.2820,2019-02-01 07:54:02.8150,381,80,3394,Subscriber,1988,1
427,2019-02-01 07:43:41.7850,2019-02-01 07:50:49.6040,41,10,3546,Subscriber,1998,1
956,2019-02-01 07:46:46.6260,2019-02-01 08:02:43.0260,118,68,4151,Subscriber,1983,1
804,2019-02-01 07:47:14.0980,2019-02-01 08:00:38.7830,39,14,3378,Subscriber,1988,1
310,2019-02-01 07:49:20.1200,2019-02-01 07:54:30.3640,221,70,3636,Subscriber,1989,2
87,2019-02-01 07:51:53.6330,2019-02-01 07:53:21.5560,68,76,2527,Subscriber,1992,1
777,2019-02-01 07:52:35.9460,2019-02-01 08:05:33.2600,95,74,2842,Subscriber,1987,1
230,2019-02-01 07:52:47.5260,2019-02-01 07:56:38.0880,125,131,2582,Subscriber,1978,2
533,2019-02-01 07:53:56.2420,2019-02-01 08:02:49.9050,69,11,3436,Subscriber,1986,2
1173,2019-02-01 07:54:00.5070,2019-02-01 08:13:34.3360,376,80,3941,Subscriber,1993,2
1176,2019-02-01 07:54:04.2400,2019-02-01 08:13:40.3630,178,149,3608,Subscriber,1980,1
306,2019-02-01 07:55:28.7240,2019-02-01 08:00:35.5050,86,11,1167,Subscriber,1984,1
360,2019-02-01 07:55:38.3810,2019-02-01 08:01:38.4290,330,381,3580,Subscriber,1983,1
290,2019-02-01 07:57:02.6850,2019-02-01 08:01:53.2350,145,115,4503,Subscriber,1987,1
873,2019-02-01 07:57:20.5770,2019-02-01 08:11:53.6400,95,17,3776,Subscriber,1987,1
433,2019-02-01 07:58:21.5270,2019-02-01 08:05:34.6180,71,115,3915,Subscriber,1983,1
493,2019-02-01 07:58:57.4650,2019-02-01 08:07:10.8440,361,67,4094,Subscriber,1998,1
299,2019-02-01 08:01:53.8020,2019-02-01 08:06:53.2990,68,380,2980,Subscriber,1975,1
1818,2019-02-01 08:03:17.2440,2019-02-01 08:33:36.1110,43,108,4409,Subscriber,1958,1
1239,2019-02-01 08:05:28.0170,2019-02-01 08:26:08.0150,105,6,3464,Subscriber,1990,1
187,2019-02-01 08:07:01.9410,2019-02-01 08:10:09.3600,125,131,3931,Subscriber,1991,1
464,2019-02-01 08:09:47.5840,2019-02-01 08:17:32.1110,335,96,3847,Subscriber,1998,1
353,2019-02-01 08:10:36.0900,2019-02-01 08:16:30.0770,89,74,2519,Subscriber,1989,1
781,2019-02-01 08:12:20.0430,2019-02-01 08:25:21.9310,381,189,3580,Subscriber,1984,1
263,2019-02-01 08:12:49.2240,2019-02-01 08:17:12.3250,139,177,3716,Subscriber,1973,1
379,2019-02-01 08:13:21.0160,2019-02-01 08:19:40.7510,377,108,3817,Subscriber,1988,1
1013,2019-02-01 08:13:25.3640,2019-02-01 08:30:18.6850,193,12,3350,Subscriber,1975,1
523,2019-02-01 08:13:26.7600,2019-02-01 08:22:10.0800,69,14,2018,Subscriber,1989,1
598,2019-02-01 08:17:04.5640,2019-02-01 08:27:03.0770,381,74,3553,Subscriber,1963,1
836,2019-02-01 08:21:53.7350,2019-02-01 08:35:50.2690,181,76,3430,Subscriber,1951,1
811,2019-02-01 08:22:07.1840,2019-02-01 08:35:38.7950,333,70,4049,Subscriber,1989,2
1234,2019-02-01 08:23:04.8030,2019-02-01 08:43:38.8810,33,141,2729,Subscriber,1973,2
697,2019-02-01 08:23:14.1240,2019-02-01 08:34:51.2510,116,141,3730,Subscriber,1991,1
490,2019-02-01 08:23:22.0050,2019-02-01 08:31:32.0570,87,73,2127,Subscriber,1988,1
354,2019-02-01 08:24:35.4950,2019-02-01 08:30:30.3310,68,221,4087,Subscriber,1987,1
1697,2019-02-01 08:24:56.3360,2019-02-01 08:53:14.2970,23,89,4093,Subscriber,1963,1
939,2019-02-01 08:25:18.1310,2019-02-01 08:40:57.1410,33,75,2051,Subscriber,1972,2
359,2019-02-01 08:25:24.3830,2019-02-01 08:31:24.0870,68,116,4151,Subscriber,1956,2
629,2019-02-01 08:25:33.5990,2019-02-01 08:36:03.4420,33,68,3614,Subscriber,1969,0
361,2019-02-01 08:25:39.3620,2019-02-01 08:31:41.1860,68,184,3015,Subscriber,1977,1
429,2019-02-01 08:26:27.3160,2019-02-01 08:33:36.6850,68,179,3187,Subscriber,1967,1
501,2019-02-01 08:26:58.8430,2019-02-01 08:35:20.4160,380,74,4156,Customer,1995,2
699,2019-02-01 08:27:18.8700,2019-02-01 08:38:58.4190,116,149,3948,Subscriber,1992,1
621,2019-02-01 08:27:23.3970,2019-02-01 08:37:45.1750,10,372,3366,Subscriber,1967,1
1121,2019-02-01 08:27:48.1810,2019-02-01 08:46:29.5850,139,11,3694,Subscriber,1993,2
593,2019-02-01 08:27:53.0340,2019-02-01 08:37:46.4250,68,189,2191,Subscriber,1985,2
189,2019-02-01 08:27:56.4600,2019-02-01 08:31:05.7200,104,89,3677,Subscriber,1989,2
299,2019-02-01 08:28:34.4300,2019-02-01 08:33:33.5180,125,131,3734,Subscriber,1978,1
1478,2019-02-01 08:31:44.4420,2019-02-01 08:56:23.4140,89,6,4428,Subscriber,1988,1
1330,2019-02-01 08:32:55.4090,2019-02-01 08:55:06.3590,19,181,4200,Subscriber,1990,1
789,2019-02-01 08:33:34.8630,2019-02-01 08:46:44.5710,226,80,2704,Subscriber,1997,1
1084,2019-02-01 08:33:31.4480,2019-02-01 08:51:36.2050,376,334,3887,Subscriber,1988,2
1002,2019-02-01 08:33:58.6620,2019-02-01 08:50:41.5230,9,335,3503,Subscriber,1992,1
245,2019-02-01 08:34:12.0590,2019-02-01 08:38:17.3730,104,73,3927,Subscriber,1993,1
384,2019-02-01 08:35:15.5230,2019-02-01 08:41:39.9530,131,12,2079,Subscriber,1978,1
1820,2019-02-01 08:36:06.8220,2019-02-01 09:06:27.7420,173,33,2654,Subscriber,1985,1
731,2019-02-01 08:36:32.7490,2019-02-01 08:48:44.1140,76,80,2712,Subscriber,1990,1
335,2019-02-01 08:37:19.5380,2019-02-01 08:42:54.8380,184,68,2393,Subscriber,1988,1
416,2019-02-01 08:37:59.2050,2019-02-01 08:44:55.8830,342,36,4216,Subscriber,1987,1
1224,2019-02-01 08:39:35.6410,2019-02-01 08:59:59.8910,190,10,3521,Subscriber,1986,2
704,2019-02-01 08:39:40.8950,2019-02-01 08:51:24.9080,95,108,4445,Subscriber,1995,1
566,2019-02-01 08:40:22.8820,2019-02-01 08:49:49.6240,376,70,3801,Subscriber,1990,2
821,2019-02-01 08:40:39.1670,2019-02-01 08:54:20.2790,33,206,3858,Subscriber,1977,1
778,2019-02-01 08:41:13.0810,2019-02-01 08:54:11.8970,15,89,3973,Subscriber,1971,1
510,2019-02-01 08:41:15.9530,2019-02-01 08:49:46.2740,8,29,1268,Subscriber,1994,1
252,2019-02-01 08:41:35.8210,2019-02-01 08:45:48.4580,139,178,4419,Subscriber,1987,1
474,2019-02-01 08:41:53.3210,2019-02-01 08:49:47.6820,381,80,2799,Subscriber,1996,1
519,2019-02-01 08:43:04.0780,2019-02-01 08:51:43.1650,76,179,2527,Subscriber,1970,1
391,2019-02-01 08:43:19.5160,2019-02-01 08:49:51.3590,76,29,3430,Subscriber,1992,1
388,2019-02-01 08:43:24.6640,2019-02-01 08:49:52.7900,181,70,3208,Subscriber,1972,1
352,2019-02-01 08:44:57.8680,2019-02-01 08:50:49.8750,178,68,4392,Subscriber,1995,2
584,2019-02-01 08:45:02.1050,2019-02-01 08:54:46.5480,381,108,3398,Subscriber,1989,2
334,2019-02-01 08:46:14.4420,2019-02-01 08:51:48.7480,104,108,3284,Subscriber,1999,1
1425,2019-02-01 08:46:14.7550,2019-02-01 09:10:00.0390,342,136,2628,Subscriber,1991,2
547,2019-02-01 08:46:47.4250,2019-02-01 08:55:55.2780,87,108,4108,Subscriber,1977,1
511,2019-02-01 08:47:35.5790,2019-02-01 08:56:07.2480,15,108,1617,Subscriber,1992,1
642,2019-02-01 08:47:34.8320,2019-02-01 08:58:17.0360,96,184,3847,Subscriber,1995,1
559,2019-02-01 08:47:41.8870,2019-02-01 08:57:01.7350,33,36,4149,Subscriber,1956,1
957,2019-02-01 08:47:54.8790,2019-02-01 09:03:52.7440,74,105,4098,Subscriber,1981,2
644,2019-02-01 08:48:50.9370,2019-02-01 08:59:35.0880,66,33,2220,Subscriber,1995,1
1170,2019-02-01 08:48:53.7200,2019-02-01 09:08:23.8660,115,184,4503,Subscriber,1970,1
251,2019-02-01 08:49:44.6880,2019-02-01 08:53:56.6720,178,68,4419,Subscriber,1991,1
196,2019-02-01 08:51:27.8900,2019-02-01 08:54:44.7690,116,96,2279,Subscriber,1987,2
380,2019-02-01 08:51:45.2740,2019-02-01 08:58:05.7820,116,335,2558,Subscriber,1995,1
1723,2019-02-01 08:52:37.6690,2019-02-01 09:21:21.5700,105,80,3712,Subscriber,1958,2
512,2019-02-01 08:53:54.5390,2019-02-01 09:02:27.0120,334,110,3816,Subscriber,1993,1
490,2019-02-01 08:53:57.8380,2019-02-01 09:02:08.7230,116,70,4008,Subscriber,1989,1
380,2019-02-01 08:54:19.6460,2019-02-01 09:00:40.2660,76,91,3598,Subscriber,1987,1
941,2019-02-01 08:54:46.4030,2019-02-01 09:10:28.3510,19,221,2564,Customer,1969,0
218,2019-02-01 08:54:46.1020,2019-02-01 08:58:25.0220,89,70,4476,Subscriber,1980,1
104,2019-02-01 08:55:31.2740,2019-02-01 08:57:15.6740,3,14,4410,Subscriber,1988,1
341,2019-02-01 08:55:34.9260,2019-02-01 09:01:16.3430,74,110,2037,Subscriber,1996,1
398,2019-02-01 08:56:10.0810,2019-02-01 09:02:48.7070,3,12,3307,Subscriber,1993,1
145,2019-02-01 08:56:41.0900,2019-02-01 08:59:07.0540,139,68,3540,Subscriber,1986,1
472,2019-02-01 08:56:56.8100,2019-02-01 09:04:49.6740,115,110,3122,Subscriber,1990,2
1218,2019-02-01 08:57:28.1000,2019-02-01 09:17:46.9300,381,361,2852,Subscriber,1994,1
909,2019-02-01 08:57:29.4630,2019-02-01 09:12:39.3870,381,89,2368,Subscriber,1994,2
1100,2019-02-01 08:58:30.1320,2019-02-01 09:16:50.7100,319,89,2711,Subscriber,1984,2
1246,2019-02-01 08:59:28.1290,2019-02-01 09:20:14.8260,381,190,3489,Subscriber,1993,1
371,2019-02-01 09:00:12.2200,2019-02-01 09:06:23.8710,76,105,3903,Subscriber,1969,1
1277,2019-02-01 09:00:27.0880,2019-02-01 09:21:45.0520,91,3,3945,Subscriber,1994,1
835,2019-02-01 09:00:30.3330,2019-02-01 09:14:26.2930,33,228,3362,Subscriber,1960,1
443,2019-02-01 09:01:08.1210,2019-02-01 09:08:31.7110,9,10,3606,Subscriber,1991,2
607,2019-02-01 09:02:29.3770,2019-02-01 09:12:36.9110,332,11,2315,Customer,1969,0
1536,2019-02-01 09:03:52.4040,2019-02-01 09:29:28.6120,131,23,2361,Customer,1969,0
471,2019-02-01 09:04:28.2510,2019-02-01 09:12:19.2870,137,115,4373,Subscriber,1965,1
211,2019-02-01 09:05:03.7000,2019-02-01 09:08:35.3000,225,68,3094,Subscriber,1987,1
429,2019-02-01 09:05:38.9470,2019-02-01 09:12:48.1910,76,80,2327,Subscriber,1990,1
1490,2019-02-01 09:06:04.0510,2019-02-01 09:30:54.6950,381,36,2262,Subscriber,1976,1
103,2019-02-01 09:06:51.4800,2019-02-01 09:08:35.3640,76,68,4208,Subscriber,1992,1
343,2019-02-01 09:07:56.3150,2019-02-01 09:13:40.1800,86,30,2575,Subscriber,1966,1
903,2019-02-01 09:08:11.1040,2019-02-01 09:23:14.1190,381,80,3544,Subscriber,1993,2
427,2019-02-01 09:08:51.1540,2019-02-01 09:15:58.1860,76,184,2126,Subscriber,1990,2
1415,2019-02-01 09:08:56.0310,2019-02-01 09:32:31.3210,208,11,4002,Subscriber,1987,1
1153,2019-02-01 09:09:25.0960,2019-02-01 09:28:38.2970,381,59,4366,Subscriber,1994,1
1077,2019-02-01 09:09:39.7690,2019-02-01 09:27:37.5610,342,177,4213,Subscriber,1971,2
433,2019-02-01 09:09:46.2490,2019-02-01 09:16:59.6210,68,80,4392,Subscriber,1997,2
542,2019-02-01 09:10:24.9340,2019-02-01 09:19:26.9620,68,141,4208,Subscriber,1981,1
667,2019-02-01 09:12:22.1130,2019-02-01 09:23:29.2190,9,14,3683,Subscriber,1953,1
1267,2019-02-01 09:12:30.4230,2019-02-01 09:33:37.6940,190,19,1386,Subscriber,1983,1
881,2019-02-01 09:14:35.6630,2019-02-01 09:29:16.8540,66,226,2962,Subscriber,1992,1
2983,2019-02-01 09:15:14.1010,2019-02-01 10:04:57.6240,342,3,2767,Subscriber,1982,1
820,2019-02-01 09:15:16.2220,2019-02-01 09:28:56.5620,66,19,3483,Subscriber,1991,1
902,2019-02-01 09:15:46.8750,2019-02-01 09:30:49.0900,66,11,4170,Subscriber,1996,2
306,2019-02-01 09:16:51.0850,2019-02-01 09:21:57.1870,68,178,2530,Subscriber,1995,2
1266,2019-02-01 09:21:25.8370,2019-02-01 09:42:32.7300,4,68,3571,Subscriber,1972,1
1462,2019-02-01 09:21:52.5120,2019-02-01 09:46:15.3420,361,58,3537,Subscriber,1989,1
1418,2019-02-01 09:22:30.5100,2019-02-01 09:46:09.3230,361,58,3617,Customer,1995,1
833,2019-02-01 09:23:32.9350,2019-02-01 09:37:26.2950,105,19,3903,Subscriber,1977,1
321,2019-02-01 09:23:32.3190,2019-02-01 09:28:53.8420,12,331,2718,Customer,1981,1
1334,2019-02-01 09:23:43.7370,2019-02-01 09:45:58.0830,361,58,2852,Subscriber,1989,2
1056,2019-02-01 09:24:04.8690,2019-02-01 09:41:41.0470,68,36,3614,Subscriber,1967,1
1485,2019-02-01 09:23:37.1960,2019-02-01 09:48:22.5740,6,160,4428,Subscriber,1994,1
404,2019-02-01 09:25:11.7640,2019-02-01 09:31:56.2300,68,67,4419,Subscriber,1994,1
1565,2019-02-01 09:25:29.5240,2019-02-01 09:51:35.0550,359,96,3118,Subscriber,1993,2
603,2019-02-01 09:26:25.2720,2019-02-01 09:36:28.9320,116,17,4151,Subscriber,1956,2
264,2019-02-01 09:26:53.4380,2019-02-01 09:31:18.3700,378,108,3983,Subscriber,1991,2
1149,2019-02-01 09:26:51.4650,2019-02-01 09:46:00.8730,361,58,4385,Customer,1995,2
405,2019-02-01 09:27:17.0880,2019-02-01 09:34:02.4390,159,14,2167,Subscriber,1996,1
507,2019-02-01 09:28:26.5350,2019-02-01 09:36:54.2560,97,74,3437,Subscriber,1983,1
513,2019-02-01 09:28:53.9580,2019-02-01 09:37:27.5010,76,80,2064,Subscriber,1994,2
2430,2019-02-01 09:29:34.6850,2019-02-01 10:10:05.6480,108,135,4409,Subscriber,1980,1
1268,2019-02-01 09:30:18.2500,2019-02-01 09:51:26.4310,371,74,4491,Subscriber,1952,1
1029,2019-02-01 09:31:34.4990,2019-02-01 09:48:44.3370,381,58,2352,Subscriber,1983,2
710,2019-02-01 09:31:53.2420,2019-02-01 09:43:43.6060,8,19,3569,Subscriber,1990,1
355,2019-02-01 09:32:57.6260,2019-02-01 09:38:52.7980,330,110,3844,Subscriber,1991,1
322,2019-02-01 09:34:16.0160,2019-02-01 09:39:38.8620,11,331,4170,Subscriber,1996,1
808,2019-02-01 09:35:04.5220,2019-02-01 09:48:33.4010,377,80,2617,Subscriber,1993,1
1762,2019-02-01 09:35:34.0690,2019-02-01 10:04:56.2990,71,11,3532,Subscriber,1993,1
969,2019-02-01 09:36:00.8700,2019-02-01 09:52:10.4390,139,46,3256,Customer,1969,0
1149,2019-02-01 09:36:22.2600,2019-02-01 09:55:31.9210,16,14,2112,Subscriber,1992,2
611,2019-02-01 09:36:33.1200,2019-02-01 09:46:44.7120,33,177,3406,Subscriber,1978,1
864,2019-02-01 09:36:42.5490,2019-02-01 09:51:07.0600,377,107,2476,Subscriber,1996,1
1872,2019-02-01 09:36:49.8300,2019-02-01 10:08:02.6440,87,157,3670,Subscriber,1989,2
376,2019-02-01 09:37:17.2030,2019-02-01 09:43:33.3900,87,110,3676,Subscriber,1993,1
690,2019-02-01 09:38:12.5020,2019-02-01 09:49:42.8170,78,110,2068,Subscriber,1995,1
210,2019-02-01 09:38:52.9800,2019-02-01 09:42:23.3400,27,12,3767,Subscriber,1998,1
860,2019-02-01 09:40:23.6160,2019-02-01 09:54:43.6950,66,33,2087,Subscriber,1994,1
659,2019-02-01 09:44:40.3660,2019-02-01 09:55:40.3170,9,80,2351,Subscriber,1981,1
402,2019-02-01 09:44:43.5110,2019-02-01 09:51:25.6810,74,180,2448,Subscriber,1999,2
824,2019-02-01 09:45:02.0780,2019-02-01 09:58:46.3480,69,342,3865,Subscriber,1993,1
772,2019-02-01 09:45:22.6050,2019-02-01 09:58:14.7220,139,46,4522,Subscriber,1992,1
664,2019-02-01 09:46:46.0300,2019-02-01 09:57:50.9510,330,96,2532,Subscriber,1993,2
520,2019-02-01 09:47:36.5860,2019-02-01 09:56:17.0180,334,71,3887,Subscriber,1992,1
401,2019-02-01 09:48:06.6540,2019-02-01 09:54:47.9870,105,68,4451,Subscriber,1981,2
383,2019-02-01 09:48:04.6550,2019-02-01 09:54:28.3580,105,68,4098,Subscriber,1986,1
1522,2019-02-01 09:48:44.6380,2019-02-01 10:14:07.4600,87,11,3988,Subscriber,1996,1
820,2019-02-01 09:49:14.9950,2019-02-01 10:02:55.1740,105,141,2872,Subscriber,1975,1
678,2019-02-01 09:49:58.6630,2019-02-01 10:01:17.1760,71,89,2547,Subscriber,1989,1
704,2019-02-01 09:53:09.0000,2019-02-01 10:04:53.0400,82,11,4032,Subscriber,1993,1
635,2019-02-01 09:57:33.7340,2019-02-01 10:08:09.1290,89,75,2019,Subscriber,1963,1
187,2019-02-01 09:58:13.5900,2019-02-01 10:01:21.3740,70,89,2048,Subscriber,1980,1
268,2019-02-01 09:58:26.6020,2019-02-01 10:02:54.7800,19,361,3903,Subscriber,1998,1
176,2019-02-01 09:58:47.8410,2019-02-01 10:01:44.5030,68,139,3441,Subscriber,1978,1
667,2019-02-01 09:59:01.2430,2019-02-01 10:10:08.2820,25,342,4091,Subscriber,1970,1
740,2019-02-01 10:00:15.2190,2019-02-01 10:12:35.5870,66,19,4560,Subscriber,1994,1
497,2019-02-01 10:00:24.2060,2019-02-01 10:08:41.3130,17,74,4151,Subscriber,1988,1
739,2019-02-01 10:01:47.3810,2019-02-01 10:14:06.7210,108,381,3817,Subscriber,1989,2
263,2019-02-01 10:04:44.9280,2019-02-01 10:09:08.7810,221,76,4485,Subscriber,1987,1
322,2019-02-01 10:05:22.8050,2019-02-01 10:10:45.7990,69,9,3756,Subscriber,1971,1
359,2019-02-01 10:07:38.7650,2019-02-01 10:13:37.9980,364,27,3567,Subscriber,1996,1
430,2019-02-01 10:08:36.3610,2019-02-01 10:15:46.4670,73,181,3249,Subscriber,1972,1
772,2019-02-01 10:10:13.2680,2019-02-01 10:23:05.3280,332,361,3199,Subscriber,1993,2
373,2019-02-01 10:11:53.5540,2019-02-01 10:18:06.8600,225,221,3536,Subscriber,1994,1
961,2019-02-01 10:14:46.9380,2019-02-01 10:30:48.2650,115,80,4373,Subscriber,1982,1
801,2019-02-01 10:19:35.3740,2019-02-01 10:32:57.3270,338,19,2694,Customer,1969,0
1038,2019-02-01 10:21:59.7730,2019-02-01 10:39:18.1630,107,14,3522,Subscriber,1993,1
346,2019-02-01 10:25:28.8550,2019-02-01 10:31:15.4060,178,68,2795,Subscriber,1961,1
611,2019-02-01 10:27:40.0410,2019-02-01 10:37:52.0000,381,107,3817,Subscriber,1989,1
884,2019-02-01 10:27:46.4230,2019-02-01 10:42:30.4400,10,80,3203,Subscriber,1983,1
798,2019-02-01 10:30:30.0170,2019-02-01 10:43:48.8120,108,68,3365,Subscriber,1956,2
493,2019-02-01 10:31:05.3700,2019-02-01 10:39:19.2930,69,14,3649,Subscriber,1981,1
347,2019-02-01 10:31:24.3510,2019-02-01 10:37:12.1100,87,70,3861,Subscriber,1977,1
480,2019-02-01 10:39:24.3410,2019-02-01 10:47:24.9100,19,14,3483,Subscriber,1990,2
503,2019-02-01 10:40:21.4310,2019-02-01 10:48:44.5860,381,80,4422,Subscriber,1994,1
1226,2019-02-01 10:41:09.0680,2019-02-01 11:01:35.8370,6,11,3405,Subscriber,1988,1
622,2019-02-01 10:41:47.3160,2019-02-01 10:52:09.3280,342,25,4091,Subscriber,1970,1
615,2019-02-01 10:42:51.6290,2019-02-01 10:53:06.8310,108,95,3983,Subscriber,1995,1
815,2019-02-01 10:46:13.9040,2019-02-01 10:59:49.1270,125,11,3240,Subscriber,1982,2
417,2019-02-01 10:47:32.9800,2019-02-01 10:54:30.2970,110,104,3844,Subscriber,1962,2
298,2019-02-01 10:49:59.7510,2019-02-01 10:54:57.8210,19,361,3890,Subscriber,1994,1
1306,2019-02-01 10:49:59.6520,2019-02-01 11:11:46.6350,41,228,3475,Subscriber,1993,2
636,2019-02-01 10:50:27.4910,2019-02-01 11:01:04.2330,377,76,3102,Subscriber,1988,2
389,2019-02-01 10:51:56.6280,2019-02-01 10:58:26.5430,381,177,3107,Subscriber,1996,2
224,2019-02-01 10:54:02.1670,2019-02-01 10:57:46.9490,97,70,2670,Subscriber,1991,1
